"","length","max_sp_length","length_index","hg_liv","hg_mus","se_liv","se_mus","species","genus","family","subord","format","sample","number","tissue","lat","long","trophic","X","author","source_doi","habit","hg_sea"
"1456","67","178","0.3764044944","2.93","1.18","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1457","78","178","0.4382022472","1.36","ND","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1458","ND","178","ND","5","2.85","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1459","160","178","0.8988764045","2.85","5.2","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1460","110","178","0.6179775281","5","2.61","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1461","172","178","0.9662921348","540","24","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1462","123","178","0.691011236","11.5","3.93","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1463","157","178","0.8820224719","321","16.6","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1464","123","178","0.691011236","ND","1.26","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1465","118","178","0.6629213483","ND","2.3","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1466","101","178","0.5674157303","4.2","2.62","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",56.497232,7.886588,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",6.55869556652509e-10
"1467","118","178","0.6629213483","18.4","4.2","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",56.497232,7.886588,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",6.55869556652509e-10
"1468","95","178","0.5337078652","1.15","2.85","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",56.497232,7.886588,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",6.55869556652509e-10
"1469","112","178","0.6292134831","7.3","3.34","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",56.497232,7.886588,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",6.55869556652509e-10
"1470","139","178","0.7808988764","85","5.8","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",56.497232,7.886588,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",6.55869556652509e-10
"1471","114","178","0.6404494382","3.29","0.77","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",56.497232,7.886588,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",6.55869556652509e-10
"1472","129","178","0.7247191011","ND","3.28","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","DW","1","both",56.497232,7.886588,4.1,"","Joiris et al 1991","10.1007/BF00342277","n",6.55869556652509e-10
"1473","ND","1800","ND","50","2.67","ND","ND","Physeter macrocephalus","Physeter","Physeteridae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.4,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1474","205","235","0.8723404255","107","18.4","ND","ND","Delphinus delphis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",51.266897,2.476017,4.2,"","Joiris et al 1991","10.1007/BF00342277","n",5.90881369456873e-10
"1475","ND","178","ND","0.26","0.13","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.235932,33.471491,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1476","ND","178","ND","0.4","0.17","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1477","ND","178","ND","0.37","0.19","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1478","ND","178","ND","0.14","0.09","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1479","ND","178","ND","0.2","0.11","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1480","ND","178","ND","1.8","0.24","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1481","ND","178","ND","1.4","0.22","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1482","ND","178","ND","2.1","0.62","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1483","ND","178","ND","6","0.34","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1484","ND","178","ND","8.7","0.72","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1485","ND","178","ND","5.6","0.53","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1486","ND","178","ND","3.1","0.33","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1487","ND","178","ND","4.7","0.62","ND","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","both",43.211624,32.852129,4.1,"","Joiris et al 2001","10.1016/S0025-326X(01)00049-2","n",2.76619747926849e-09
"1488","ND","620","ND","0.91","ND","0.03","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1489","ND","620","ND","0.95","ND","0.89","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1490","ND","620","ND","1.6","ND","2.9","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1491","ND","620","ND","11.2","ND","3","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1492","ND","620","ND","28.8","ND","10","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1493","ND","620","ND","41.4","ND","13","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1494","ND","620","ND","30.4","ND","11","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1495","ND","620","ND","88.1","ND","18","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1496","ND","620","ND","40.8","ND","8.2","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1497","ND","620","ND","20","ND","3.9","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1498","ND","620","ND","45.1","ND","15","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1499","ND","620","ND","30.1","ND","12","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1500","ND","620","ND","142","ND","44","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1501","ND","620","ND","150","ND","44","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1502","ND","620","ND","93.3","ND","21","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1503","ND","620","ND","133","ND","29","ND","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","liver",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1504","ND","620","ND","ND","0.24","ND","0.06","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1505","ND","620","ND","ND","0.48","ND","0.03","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1506","ND","620","ND","ND","0.21","ND","1.5","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1507","ND","620","ND","ND","0.1","ND","0.56","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1508","ND","620","ND","ND","0.9","ND","0.11","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1509","ND","620","ND","ND","1.2","ND","0.42","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1510","ND","620","ND","ND","1.5","ND","0.37","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1511","ND","620","ND","ND","1.6","ND","0.22","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1512","ND","620","ND","ND","1.6","ND","0.33","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1513","ND","620","ND","ND","1.9","ND","0.52","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1514","ND","620","ND","ND","2.3","ND","0.22","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1515","ND","620","ND","ND","1.4","ND","0.31","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1516","ND","620","ND","ND","1.2","ND","0.32","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1517","ND","620","ND","ND","1.4","ND","0.39","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1518","ND","620","ND","ND","1.2","ND","0.5","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1519","ND","620","ND","ND","2.8","ND","0.64","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1520","ND","620","ND","ND","2.7","ND","0.28","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1521","ND","620","ND","ND","2.2","ND","0.16","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1522","ND","620","ND","ND","1.8","ND","0.4","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1523","ND","620","ND","ND","2","ND","0.19","Globicephala melas","Globicephala","Delphinidae","Odontoceti","ug/g","WW","1","muscle",62.187177,-6.240472,4.4,"","Julshamn et al 1987","10.1016/0048-9697(87)90160-4","n",5.53401237115223e-10
"1524","ND","200","ND","8.67","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","29","liver",-22.440427,-41.765224,4,"","Kehrig et al 2008","10.1080/00032710802122677","n",4.92359350083529e-10
"1525","ND","200","ND","ND","3.28","ND","0.8","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","21","muscle",-22.440427,-41.765224,4,"","Kehrig et al 2009x","10.1590/S0100-40422009000700026","n",4.92359350083529e-10
"1526","ND","170","ND","0.5","0.3","0.9","0.4","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","11","both",-22.440427,-41.765224,4.1,"","Kehrig et al 2016","10.1016/j.envpol.2016.03.041","n",4.92359350083529e-10
"1527","ND","170","ND","1.6","0.5","1.7","0.5","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","11","both",-22.440427,-41.765224,4.1,"","Kehrig et al 2016","10.1016/j.envpol.2016.03.041","n",4.92359350083529e-10
"1528","ND","200","ND","4.1","0.6","1.4","0.3","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","WW","14","both",-22.440427,-41.765224,4,"","Kehrig et al 2016","10.1016/j.envpol.2016.03.041","n",4.92359350083529e-10
"1529","ND","200","ND","12.7","1.3","5.3","0.3","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","WW","14","both",-22.440427,-41.765224,4,"","Kehrig et al 2016","10.1016/j.envpol.2016.03.041","n",4.92359350083529e-10
"1530","ND","220","ND","64.0125440597","ND","58.7878364606","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1531","ND","220","ND","104.6944329256","ND","33.7884353241","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1532","ND","220","ND","109.3023014721","ND","32.2396442288","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1533","ND","220","ND","106.730510056","ND","42.14384491","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1534","ND","220","ND","112.3224652706","ND","53.0981405748","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1535","ND","220","ND","114.6076093718","ND","41.3595177063","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1536","ND","220","ND","120.8521667012","ND","40.8615245802","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1537","ND","220","ND","122.6910118184","ND","47.8484069027","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1538","ND","220","ND","139.0480510056","ND","61.7765163185","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1539","ND","220","ND","142.4979266017","ND","55.0579647198","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1540","ND","220","ND","141.9124507568","ND","49.4945881231","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1541","ND","220","ND","194.014617458","ND","57.7615066117","ND","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,NA,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1542","ND","220","ND","ND","2.2","ND","1.26","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,4.2,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1543","ND","220","ND","ND","3.52","ND","4.45","Delphinus capensis","Delphinus","Delphinidae","Odontoceti","ug/g","DW","1","both",36.578012,133.808282,4.2,"","Kim et al 2011","10.1007/s12601-011-0005-z","n",1.03510383155017e-09
"1544","1460","1900","0.7684210526","0.303","ND","3.78","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1545","1504","1900","0.7915789474","0.418","ND","9.05","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1546","1201","1900","0.6321052632","0.264","ND","4.42","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1547","1495","1900","0.7868421053","0.366","ND","5.42","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1548","1450","1900","0.7631578947","0.414","ND","7.46","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1549","1170","1900","0.6157894737","0.34","ND","3.52","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1550","1095","1900","0.5763157895","0.264","ND","5.04","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1551","750","1900","0.3947368421","0.28","ND","5.17","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1552","876","1900","0.4610526316","0.233","ND","5.13","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1553","899","1900","0.4731578947","0.11","ND","2.45","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1554","1105","1900","0.5815789474","0.411","ND","3.48","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1555","1045","1900","0.55","0.325","ND","3.02","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1556","871","1900","0.4584210526","0.179","ND","2.69","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1557","1105","1900","0.5815789474","0.284","ND","3.93","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1558","1361","1900","0.7163157895","0.282","ND","4.03","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1559","1090","1900","0.5736842105","0.24","ND","3.5","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1560","775","1900","0.4078947368","0.076","ND","1.43","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1561","1060","1900","0.5578947368","0.233","ND","3.21","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1562","869","1900","0.4573684211","0.128","ND","3.18","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1563","828","1900","0.4357894737","0.132","ND","2.89","ND","Balaena mysticetus","Balaena","Balaenidae","Mysticeti","ug/g","DW","1","both",71.172635,-158.996292,3.2,"","Krone et al 1999","10.1111/j.1748-7692.1999.tb00785.x","n",3.17987868817039e-10
"1564","ND","330","ND","0.96","ND","1.98","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","both",27.740439,-84.440534,4.2,"","Kuehl & Haebler 1995","10.1007/BF00211632","n",1.12902591990805e-09
"1565","ND","330","ND","4.39","ND","3.21","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","6","both",27.740439,-84.440534,4.2,"","Kuehl & Haebler 1995","10.1007/BF00211632","n",1.12902591990805e-09
