"","length","max_sp_length","length_index","hg_liv","hg_mus","se_liv","se_mus","species","genus","family","subord","format","sample","number","tissue","lat","long","trophic","X","author","source_doi","habit","hg_sea"
"339","169","240","0.7041666667","ND","1.33","ND","0.94","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"340","244","330","0.7393939394","ND","1.38","ND","0.8","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.2,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"341","173","217","0.797235023","ND","1.4","ND","1.72","Stenella longirostris","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"342","192","240","0.8","ND","1.46","ND","0.93","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"343","159","240","0.6625","ND","1.46","ND","1.16","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"344","169.5","240","0.70625","ND","1.5","ND","1.17","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"345","176.5","217","0.8133640553","ND","1.55","ND","1.01","Stenella longirostris","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"346","170.5","217","0.7857142857","ND","1.59","ND","1.57","Stenella longirostris","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"347","179.5","217","0.8271889401","ND","1.63","ND","2.4","Stenella longirostris","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"348","190","240","0.7916666667","ND","1.78","ND","1.56","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"349","169.5","240","0.70625","ND","1.79","ND","1.25","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"350","163.5","240","0.68125","ND","1.89","ND","1.08","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"351","232","330","0.703030303","ND","2.05","ND","0.93","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.2,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"352","170","240","0.7083333333","ND","2.3","ND","1.38","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"353","181","240","0.7541666667","ND","2.47","ND","1.21","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"354","170.5","240","0.7104166667","ND","2.68","ND","1.18","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"355","171","240","0.7125","ND","2.76","ND","1.12","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"356","182","240","0.7583333333","ND","2.78","ND","1.14","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"357","183","240","0.7625","ND","2.83","ND","0.94","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"358","186","240","0.775","ND","2.97","ND","0.97","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"359","175.5","240","0.73125","ND","3.06","ND","1.76","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"360","180.5","240","0.7520833333","ND","3.5","ND","1.71","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"361","185","240","0.7708333333","ND","3.57","ND","1.19","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"362","242","240","1.0083333333","ND","3.71","ND","0.96","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"363","171","240","0.7125","ND","3.77","ND","1.34","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"364","179.5","240","0.7479166667","ND","3.86","ND","1.5","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"365","171","240","0.7125","ND","4.06","ND","1.23","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"366","184","240","0.7666666667","ND","4.2","ND","1.27","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"367","171.5","240","0.7145833333","ND","4.31","ND","1.12","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"368","180","240","0.75","ND","4.67","ND","1.85","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"369","189","240","0.7875","ND","4.84","ND","0.9","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"370","170","240","0.7083333333","ND","5.35","ND","0.98","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"371","184","240","0.7666666667","ND","5.58","ND","1.26","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"372","184.5","240","0.76875","ND","6.45","ND","1.32","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"373","203","240","0.8458333333","ND","7.02","ND","1.82","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"374","190","240","0.7916666667","ND","9.36","ND","1.57","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"375","272","380","0.7157894737","ND","9.7","ND","3.63","Grampus griseus","Grampus","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"376","190","240","0.7916666667","ND","12.03","ND","4.19","Stenella attenuata","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","muscle",22.7016,121.278634,4.3,"","Chen et al 2002","10.1016/s0025-326x(02)00095-4","n",8.14786970254372e-10
"377","92","256","0.359375","0.8","ND","1.2","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"378","106","256","0.4140625","ND","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"379","111","330","0.3363636364","9.2","ND","6.2","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"380","138","330","0.4181818182","4","ND","4.9","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"381","152","256","0.59375","5.4","ND","6.6","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"382","157","256","0.61328125","22.7","ND","8.4","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"383","175","256","0.68359375","13","ND","5.1","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"384","175","256","0.68359375","70.7","ND","21.4","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"385","177","256","0.69140625","28.5","ND","9.8","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"386","195","256","0.76171875","106.2","ND","42.2","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"387","198","256","0.7734375","463.4","ND","150","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"388","203","256","0.79296875","392.5","ND","118.8","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"389","262","330","0.7939393939","393.4","ND","141.4","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.165237,16.519052,4.2,"","Decataldo et al 2004","10.1039/B315685K","n",6.08792520038635e-10
"390","193.44","479","0.4038413361","0.437","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"391","194.84","479","0.4067640919","0.336","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"392","210.06","479","0.4385386221","2.53","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"393","210.63","479","0.4397286013","1.233","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"394","219.35","479","0.4579331942","0.785","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"395","233.17","479","0.4867849687","0.671","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"396","238.92","479","0.4987891441","1.798","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"397","240.11","479","0.5012734864","0.381","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"398","254.01","479","0.5302922756","2.061","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"399","254.08","479","0.5304384134","8.857","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"400","254.47","479","0.5312526096","1.121","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"401","254.63","479","0.5315866388","0.919","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"402","258.23","479","0.5391022965","0.769","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"403","264.22","479","0.5516075157","2.515","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"404","264.49","479","0.55217119","1.76","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"405","264.72","479","0.552651357","6.007","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"406","264.85","479","0.5529227557","1.064","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"407","275.23","479","0.5745929019","80.992","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"408","276.16","479","0.5765344468","4.768","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"409","276.8","479","0.5778705637","43.16","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"410","277.2","479","0.5787056367","1.145","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"411","277.2","479","0.5787056367","2.449","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"412","277.68","479","0.5797077244","12.649","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"413","278.03","479","0.5804384134","1.67","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
"414","278.32","479","0.5810438413","5.24","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",73.193523,-59.746238,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",5.01094473148389e-10
